id,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,bath_qty,is_shared_bath,room_type_Hotel room,room_type_Private room,has_smoke_alarm,has_carbon_monoxide_alarm,has_wifi,has_hot_water,has_hangers,has_essentials,has_bed_linens,has_kitchen,has_hair_dryer,has_refrigerator,amenities_count,property_type_clean,has_license,has_review
45609348,1,9,10,Cambridgeport,42.35823,-71.11371,Private room in condo,2,1.0,1.0,96.0,31,730,4.92,4.92,4.67,5.0,5.0,5.0,4.67,0,3,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,49,Apartment,0,1
45732245,1,262,1126,East Cambridge,42.36458,-71.08227,Entire rental unit,5,2.0,2.0,305.0,30,270,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,12,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,0
45732348,1,262,1126,East Cambridge,42.36469,-71.08441,Entire rental unit,5,2.0,2.0,309.0,93,180,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,12,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,0
46128218,0,280,446,North Cambridge,42.39272051306391,-71.13214136834335,Entire condo,3,2.0,2.0,135.0,29,365,4.43,4.31,4.52,4.87,4.83,4.61,4.31,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,30,Apartment,0,1
46244582,0,280,446,West Cambridge,42.37322242624265,-71.12368416653392,Entire rental unit,5,3.0,3.0,175.0,29,365,4.64,4.64,4.6,4.89,4.91,5.0,4.72,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,30,Apartment,0,1
46331232,0,280,446,North Cambridge,42.39367822251965,-71.1321033842697,Entire rental unit,3,3.0,3.0,120.0,29,365,4.07,3.93,4.07,4.71,4.36,4.5,4.07,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,29,Apartment,0,1
46344417,0,280,446,West Cambridge,42.37407229389279,-71.12395523700508,Entire rental unit,5,3.0,3.0,174.0,29,365,4.72,4.64,4.7,4.81,4.81,4.98,4.57,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,1
46345955,0,280,446,North Cambridge,42.39255,-71.13198,Entire rental unit,4,3.0,3.0,117.0,29,365,4.37,4.26,4.22,4.7,4.56,4.44,4.22,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,32,Apartment,0,1
46434097,0,280,446,North Cambridge,42.39437303610396,-71.1326055956302,Entire rental unit,3,2.0,2.0,105.0,29,365,3.91,3.82,3.95,4.41,4.36,4.32,3.95,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,1
46471580,0,280,446,North Cambridge,42.39221643117695,-71.13329646187074,Entire rental unit,3,2.0,2.0,110.0,29,365,4.55,4.59,4.59,4.88,4.9,4.71,4.45,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,Apartment,0,1
46601955,1,262,1126,Cambridgeport,42.36063,-71.10224,Entire rental unit,3,1.0,1.0,225.0,30,270,5.0,5.0,5.0,5.0,5.0,5.0,4.75,1,12,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,1
46602118,1,262,1126,Cambridgeport,42.36072,-71.10138,Entire rental unit,3,1.0,1.0,235.0,30,270,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1,12,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,1
46602128,1,262,1126,Cambridgeport,42.359,-71.09996,Entire rental unit,3,1.0,1.0,225.0,30,270,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,12,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,1
46659113,1,14,19,Mid-Cambridge,42.37622,-71.10556,Private room in home,2,1.0,1.0,104.0,5,730,4.79,4.83,4.79,4.96,4.96,4.92,4.67,0,5,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,29,House,0,1
46659757,1,14,19,Mid-Cambridge,42.37682,-71.10854,Private room in home,2,1.0,1.0,133.0,7,730,4.86,4.82,4.95,4.86,4.82,4.91,4.23,0,5,1.0,1.0,False,True,1,1,1,0,1,1,0,1,1,0,22,House,0,1
46660426,0,5143,5933,The Port,42.36380330000001,-71.0997926,Entire rental unit,2,0.0,1.0,242.0,32,1125,5.0,5.0,5.0,4.0,4.5,5.0,4.5,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,Apartment,0,1
46660463,0,5143,5933,The Port,42.36376,-71.10031,Entire rental unit,2,0.0,1.0,237.0,32,1125,5.0,5.0,5.0,4.75,4.75,5.0,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,0,1
46660483,0,5143,5933,The Port,42.36376,-71.10031,Entire rental unit,2,1.0,1.0,279.0,32,1125,5.0,5.0,5.0,3.0,3.0,5.0,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,0,1
46712324,0,280,446,West Cambridge,42.37277,-71.12266,Entire rental unit,5,3.0,3.0,175.0,29,365,4.73,4.64,4.73,4.73,5.0,5.0,5.0,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,0,29,Apartment,0,1
46777895,0,280,446,North Cambridge,42.39261,-71.13423,Private room in rental unit,2,1.0,1.0,234.0,10,1125,4.0,4.17,4.0,4.33,3.67,4.67,4.0,0,97,1.0,0.0,False,True,1,1,1,1,1,1,0,1,1,0,18,Apartment,0,1
46780054,1,11,19,Mid-Cambridge,42.36829,-71.10591,Room in boutique hotel,4,1.0,3.0,413.0,1,30,4.91,4.83,4.89,4.86,5.0,4.97,4.71,1,11,1.0,0.0,False,True,1,1,1,1,1,1,0,1,1,1,32,Hotel_B_and_B,1,1
46816839,1,20,28,Mid-Cambridge,42.3709,-71.10104,Private room in home,1,1.0,1.0,184.0,2,420,4.83,4.85,4.91,4.96,4.96,4.93,4.65,0,16,1.0,1.0,False,True,1,1,1,1,1,1,1,1,0,1,50,House,1,1
46819186,0,1,1,Cambridgeport,42.35615,-71.11088,Entire rental unit,4,2.0,2.0,240.0,1,120,4.91,4.94,4.91,4.94,4.97,4.91,4.72,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,65,Apartment,1,1
46819851,0,280,446,West Cambridge,42.3732734574033,-71.1239283637122,Entire rental unit,4,3.0,3.0,160.0,29,365,4.89,4.81,4.73,4.89,4.97,4.97,4.73,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,0,1,1,29,Apartment,0,1
46820093,0,280,446,West Cambridge,42.37475117418044,-71.12255925275531,Entire rental unit,5,4.0,0.0,170.0,29,365,4.33,4.33,4.67,4.58,4.83,4.67,4.5,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,Apartment,0,1
46822729,1,262,1126,Cambridgeport,42.35918,-71.10225,Entire rental unit,3,1.0,1.0,230.0,30,270,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,12,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,0
46830770,1,20,28,Mid-Cambridge,42.370998,-71.101067,Private room in home,4,1.0,2.0,234.0,2,420,4.92,4.9,4.98,4.98,4.97,4.92,4.74,0,16,1.0,0.0,False,True,1,1,1,1,1,0,1,1,1,1,58,House,1,1
46831036,1,20,28,Mid-Cambridge,42.3709,-71.10104,Private room in home,2,1.0,1.0,170.0,2,420,4.95,4.95,4.88,4.91,4.99,4.9,4.77,0,16,1.5,1.0,False,True,1,1,1,1,1,1,1,1,0,1,44,House,1,1
46831184,1,20,28,Mid-Cambridge,42.3709,-71.10104,Private room in home,2,1.0,1.0,170.0,2,420,4.9,4.91,4.91,4.94,4.97,4.96,4.64,0,16,1.0,1.0,False,True,1,1,1,1,1,1,1,1,0,1,47,House,1,1
46903645,0,280,446,West Cambridge,42.37330155527035,-71.1222299102432,Entire rental unit,4,3.0,3.0,170.0,29,365,4.33,4.5,4.83,4.83,4.83,5.0,4.33,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,0,1
46956721,0,5143,5933,North Cambridge,42.3980055,-71.13021660000001,Entire rental unit,4,2.0,2.0,253.0,32,1125,3.33,4.33,4.33,3.67,3.33,5.0,2.67,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,1
47223523,1,11,19,Mid-Cambridge,42.37043,-71.10384,Room in boutique hotel,4,1.0,2.0,377.0,1,30,4.83,4.9,4.9,5.0,5.0,4.9,4.57,1,11,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,44,Hotel_B_and_B,1,1
47757097,0,23,24,North Cambridge,42.39443,-71.12707,Room in boutique hotel,2,1.0,1.0,184.0,1,54,4.64,4.66,4.77,4.79,4.73,4.84,4.59,1,23,1.0,0.0,False,True,1,1,1,0,0,0,0,0,0,0,13,Hotel_B_and_B,0,1
47770402,0,280,446,West Cambridge,42.37290246317146,-71.12210190276787,Entire rental unit,5,4.0,4.0,178.0,29,365,4.76,4.67,4.71,4.81,4.95,5.0,4.48,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,30,Apartment,0,1
47936576,1,6,7,East Cambridge,42.37066,-71.08264,Private room in home,2,1.0,1.0,184.0,2,93,4.91,4.89,4.97,4.89,4.89,4.89,4.8,0,4,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,62,House,1,1
48121941,0,280,446,West Cambridge,42.37310718758956,-71.1223878093101,Entire rental unit,4,2.0,2.0,141.0,29,365,4.61,4.58,4.39,4.75,4.86,4.97,4.53,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,0,1
48178756,0,5143,5933,Agassiz,42.38516049999999,-71.1170372,Entire rental unit,2,1.0,1.0,229.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,29,Apartment,0,0
48178779,0,5143,5933,Agassiz,42.385091,-71.11703080000001,Entire rental unit,2,1.0,1.0,254.0,32,1125,5.0,5.0,5.0,2.0,5.0,5.0,4.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,29,Apartment,0,1
48178816,0,5143,5933,Agassiz,42.38544,-71.11667,Entire rental unit,2,1.0,1.0,309.0,32,1125,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,29,Apartment,0,1
48178837,0,5143,5933,Agassiz,42.38544,-71.11667,Entire rental unit,2,1.0,1.0,246.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,29,Apartment,0,0
48282995,1,2,2,The Port,42.36482,-71.09912,Private room in rental unit,1,1.0,1.0,79.0,1,14,4.84,4.9,4.68,4.95,4.89,4.86,4.75,1,2,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,38,Apartment,1,1
48286373,1,2,2,The Port,42.36457,-71.09875,Private room in rental unit,1,1.0,1.0,77.0,1,14,4.88,4.91,4.75,4.93,4.9,4.87,4.8,1,2,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,40,Apartment,1,1
48456676,0,5143,5933,Agassiz,42.38516049999999,-71.1170372,Entire rental unit,4,2.0,2.0,281.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,29,Apartment,0,0
48606573,1,11,19,Mid-Cambridge,42.36979,-71.10409,Room in boutique hotel,2,1.0,1.0,258.0,1,30,4.95,4.98,5.0,4.98,4.98,4.97,4.71,1,11,1.0,0.0,False,True,1,1,1,1,1,1,0,1,1,1,34,Hotel_B_and_B,0,1
48643097,1,5,10,Neighborhood Nine,42.38788,-71.1237,Private room in home,2,1.0,1.0,77.0,5,220,4.78,4.89,4.44,4.94,5.0,4.94,4.89,0,4,1.0,0.0,False,True,1,1,1,1,1,1,0,0,1,0,18,House,0,1
48926497,0,5143,5933,The Port,42.36380330000001,-71.0997926,Entire rental unit,2,0.0,1.0,236.0,32,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,Apartment,0,1
48990536,0,5143,5933,North Cambridge,42.39838,-71.1338,Entire rental unit,4,2.0,2.0,337.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,0
49026967,0,52,65,Cambridgeport,42.35924941641389,-71.10700902674661,Entire rental unit,3,1.0,2.0,92.0,28,1125,4.7,4.6,4.3,5.0,4.8,4.9,4.5,0,16,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,Apartment,0,1
49052551,0,52,65,Cambridgeport,42.35961,-71.1061,Private room in rental unit,1,1.0,1.0,63.0,24,1125,4.67,4.44,3.78,4.78,4.89,5.0,4.33,0,16,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,41,Apartment,0,1
49073289,0,52,65,Cambridgeport,42.36113,-71.10733,Private room in rental unit,2,1.0,1.0,66.0,30,1125,5.0,4.92,4.5,4.92,4.92,4.92,4.83,0,16,1.0,0.0,False,True,1,1,1,1,0,0,1,1,1,0,17,Apartment,0,1
49138557,0,52,65,Cambridgeport,42.36126965444848,-71.10711246413985,Entire rental unit,4,1.0,2.0,92.0,25,1125,4.46,4.54,4.54,4.77,4.54,4.77,4.46,0,16,1.0,0.0,False,False,1,1,1,1,0,1,1,1,1,1,19,Apartment,0,1
49214672,0,52,65,Cambridgeport,42.35945,-71.10787,Private room in rental unit,2,1.0,1.0,75.0,30,1125,4.89,4.89,4.44,5.0,5.0,4.89,4.56,0,16,1.0,0.0,False,True,1,1,1,1,0,1,1,1,1,1,37,Apartment,0,1
49300336,0,5143,5933,East Cambridge,42.36487379999999,-71.0830428,Entire rental unit,2,1.0,1.0,315.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,35,Apartment,0,0
49300348,0,5143,5933,East Cambridge,42.36487379999999,-71.0830428,Entire rental unit,2,1.0,1.0,315.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,35,Apartment,0,0
49332762,0,5143,5933,East Cambridge,42.3640528,-71.0835716,Entire rental unit,2,1.0,1.0,322.0,32,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,1
49381421,1,5,10,Riverside,42.36935,-71.11416,Entire rental unit,2,1.0,1.0,142.0,5,200,4.9,4.8,4.9,5.0,5.0,5.0,4.7,0,4,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,35,Apartment,0,1
49382833,0,52,65,Riverside,42.36603,-71.11141,Entire rental unit,4,1.0,2.0,108.0,24,1125,4.63,4.71,4.38,4.71,4.67,4.92,4.38,0,16,1.0,0.0,False,False,1,1,1,0,1,1,0,1,1,1,28,Apartment,0,1
49414402,0,3,3,The Port,42.36866,-71.09885,Private room in rental unit,4,1.0,2.0,80.0,30,1125,4.52,4.63,4.4,4.73,4.73,4.68,4.48,1,2,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,1,36,Apartment,0,1
49633481,0,4,4,Neighborhood Nine,42.38625,-71.12293,Private room in rental unit,4,1.0,2.0,85.0,30,1125,4.77,4.83,4.75,4.94,4.84,4.94,4.69,1,4,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,38,Apartment,0,1
49709372,0,2,2,Neighborhood Nine,42.38601,-71.12113,Private room in rental unit,2,1.0,1.0,70.0,30,1125,4.69,4.81,4.56,4.9,4.83,4.89,4.64,1,2,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,39,Apartment,0,1
49709665,0,2,2,Neighborhood Nine,42.38686,-71.12338,Private room in rental unit,2,1.0,1.0,76.0,30,1125,4.65,4.69,4.69,4.88,4.82,4.95,4.59,1,2,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,41,Apartment,0,1
49714855,1,1,8,The Port,42.36752,-71.09641,Entire rental unit,8,3.0,4.0,461.0,30,180,4.9,4.93,4.89,4.96,4.93,4.89,4.59,1,1,2.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,27,Apartment,1,1
49750350,0,4,4,Neighborhood Nine,42.38453,-71.12056,Private room in rental unit,4,1.0,2.0,106.0,30,1125,4.78,4.82,4.77,4.95,4.77,4.95,4.76,1,4,4.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,Apartment,0,1
49750659,0,4,4,North Cambridge,42.38878,-71.11967,Private room in rental unit,4,1.0,2.0,75.0,30,1125,4.72,4.85,4.74,4.94,4.88,4.9,4.7,1,4,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,38,Apartment,0,1
49752174,0,3,3,Neighborhood Nine,42.38728,-71.12012,Private room in rental unit,2,1.0,1.0,70.0,30,1125,4.67,4.77,4.63,4.88,4.74,4.88,4.61,1,3,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,0,39,Apartment,0,1
49840219,0,3,3,Neighborhood Nine,42.38416,-71.12223,Private room in rental unit,4,1.0,2.0,70.0,30,1125,4.72,4.85,4.69,4.96,4.75,4.95,4.64,1,3,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,0,38,Apartment,0,1
50042415,0,52,65,Cambridgeport,42.3613,-71.10607,Private room in rental unit,2,1.0,1.0,77.0,28,1125,5.0,5.0,4.79,5.0,5.0,4.89,4.95,0,16,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,36,Apartment,0,1
50073035,0,52,65,Cambridgeport,42.35913,-71.10598,Private room in rental unit,2,1.0,1.0,110.0,30,1125,4.8,5.0,4.8,5.0,5.0,4.8,5.0,0,16,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,35,Apartment,0,1
50171781,0,21,122,Cambridgeport,42.36267,-71.09939,Room in boutique hotel,2,1.0,1.0,302.0,1,1125,4.44,4.47,4.63,4.58,4.5,4.69,4.13,1,5,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,22,Hotel_B_and_B,0,1
50171848,0,21,122,Cambridgeport,42.3626,-71.10037,Room in boutique hotel,4,1.0,2.0,352.0,1,1125,4.72,4.86,4.86,4.9,4.83,4.86,4.45,1,5,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,23,Hotel_B_and_B,0,1
50173550,0,21,122,Cambridgeport,42.36247,-71.10003,Room in boutique hotel,6,2.0,3.0,401.0,1,1125,4.76,4.8,4.71,4.76,4.78,4.88,4.66,1,5,2.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,28,Hotel_B_and_B,0,1
50175794,0,21,122,The Port,42.36265,-71.09905,Room in boutique hotel,2,1.0,1.0,313.0,1,1125,4.67,4.72,4.85,4.76,4.69,4.88,4.61,1,5,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,23,Hotel_B_and_B,0,1
50175808,0,21,122,Cambridgeport,42.36237,-71.09898,Room in boutique hotel,2,1.0,1.0,335.0,1,1125,4.65,4.75,4.79,4.71,4.6,4.93,4.59,1,5,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,23,Hotel_B_and_B,0,1
50331160,0,52,65,Cambridgeport,42.36072,-71.10594,Private room in rental unit,2,1.0,1.0,105.0,30,1125,5.0,4.77,4.54,4.92,4.85,4.85,4.69,0,16,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,0,18,Apartment,0,1
50631125,1,1,1,Wellington-Harrington,42.36972,-71.08997,Entire townhouse,5,3.0,4.0,216.0,1,28,4.81,4.82,4.88,4.94,4.96,4.87,4.71,1,1,1.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,47,House,1,1
50724014,0,169,234,East Cambridge,42.36699,-71.07975,Entire rental unit,4,2.0,2.0,169.0,30,1125,4.88,4.75,4.88,5.0,4.38,5.0,4.5,0,83,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,0,17,Apartment,0,1
50783647,0,52,65,Riverside,42.36433,-71.11162,Private room in rental unit,3,1.0,1.0,76.0,26,1125,4.9,4.9,4.5,4.8,4.9,5.0,4.7,0,16,1.0,0.0,False,True,1,1,1,1,1,1,0,1,0,1,19,Apartment,0,1
51055943,0,52,65,Riverside,42.36406,-71.11305,Private room in rental unit,3,2.0,2.0,73.0,26,1125,5.0,5.0,4.6,5.0,5.0,4.8,5.0,0,16,1.0,0.0,False,True,1,1,1,1,1,1,1,1,0,1,28,Apartment,0,1
51488181,0,1,2,Agassiz,42.38421,-71.11678,Private room in bed and breakfast,1,1.0,1.0,100.0,15,365,4.67,4.67,4.17,5.0,5.0,5.0,4.33,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,37,Hotel_B_and_B,1,1
51625412,1,11,19,Mid-Cambridge,42.36981,-71.10594,Room in boutique hotel,4,1.0,3.0,287.0,1,30,5.0,4.84,4.93,5.0,5.0,4.95,4.58,1,11,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,35,Hotel_B_and_B,0,1
51655441,1,11,19,Mid-Cambridge,42.36874,-71.10389,Private room in home,4,1.0,3.0,324.0,1,30,4.76,4.81,4.95,5.0,5.0,4.9,4.62,1,11,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,40,House,0,1
51706704,1,20,28,The Port,42.36992,-71.10018,Private room in home,1,1.0,1.0,118.0,30,420,5.0,5.0,5.0,4.93,5.0,5.0,4.57,0,16,1.0,1.0,False,True,1,1,1,1,1,1,1,1,0,1,46,House,1,1
51708387,1,20,28,The Port,42.37023,-71.1003,Private room in home,2,1.0,1.0,118.0,30,420,5.0,5.0,4.91,5.0,5.0,4.95,4.73,0,16,1.5,1.0,False,True,1,1,1,1,1,1,1,1,0,1,46,House,1,1
51708846,1,20,28,The Port,42.36976,-71.09993,Private room in home,2,1.0,1.0,118.0,30,420,4.88,4.88,4.5,4.88,4.88,5.0,4.13,0,16,1.5,1.0,False,True,1,1,1,1,1,1,1,1,0,1,47,House,1,1
51710894,1,20,28,Mid-Cambridge,42.36996,-71.10129,Private room in home,1,1.0,1.0,118.0,30,420,5.0,5.0,4.91,5.0,5.0,5.0,5.0,0,16,1.0,1.0,False,True,1,1,1,1,1,1,1,1,0,1,56,House,1,1
51750324,0,1,1,Mid-Cambridge,42.37239456176758,-71.10919952392578,Entire townhouse,5,3.0,3.0,450.0,30,180,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,2.5,0.0,False,False,1,1,1,1,1,1,1,1,0,1,70,House,0,1
51772909,1,11,19,Mid-Cambridge,42.36824,-71.10437,Room in boutique hotel,2,1.0,1.0,220.0,1,30,4.93,4.93,5.0,5.0,5.0,5.0,4.81,1,11,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,34,Hotel_B_and_B,0,1
51789602,1,11,19,Mid-Cambridge,42.36996,-71.10583,Private room in home,2,1.0,2.0,270.0,14,30,4.96,4.88,5.0,5.0,4.96,4.92,4.77,1,11,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,39,House,0,1
51794432,1,20,28,Mid-Cambridge,42.37185,-71.10079,Private room in home,1,1.0,1.0,149.0,2,420,4.96,4.91,4.95,5.0,5.0,4.89,4.55,0,16,1.0,1.0,False,True,1,1,1,1,1,1,1,1,0,1,52,House,1,1
51799709,1,3,6,The Port,42.36676,-71.09751,Entire rental unit,4,2.0,2.0,268.0,4,120,4.93,4.91,4.94,4.98,4.99,4.98,4.84,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,49,Apartment,1,1
52154122,1,11,19,Mid-Cambridge,42.36862,-71.10397,Room in boutique hotel,2,1.0,2.0,354.0,2,30,4.88,4.89,4.88,4.95,4.98,5.0,4.55,1,11,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,34,Hotel_B_and_B,0,1
52277955,0,31,42,Wellington-Harrington,42.36993,-71.09,Private room in home,2,1.0,1.0,57.0,30,1125,4.56,4.67,4.67,4.89,4.78,4.67,4.67,0,20,2.0,1.0,False,True,1,1,1,1,1,0,1,0,1,1,22,House,0,1
52280430,0,31,42,Wellington-Harrington,42.36817,-71.09175,Private room in home,1,1.0,1.0,73.0,30,1125,4.62,4.69,4.69,4.77,4.77,4.92,4.54,1,20,2.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,27,House,0,1
52280623,0,31,42,Wellington-Harrington,42.37005,-71.09154,Private room in home,1,1.0,1.0,52.0,30,1125,4.39,4.59,4.36,5.0,4.91,4.64,4.77,0,20,2.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,25,House,0,1
52387922,0,31,42,Wellington-Harrington,42.36837,-71.08961,Private room in home,2,1.0,1.0,55.0,30,1125,4.36,4.45,4.64,4.91,4.73,4.18,4.09,0,20,2.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,28,House,0,1
52388294,0,31,42,Wellington-Harrington,42.36975,-71.08981,Private room in home,1,1.0,1.0,57.0,30,1125,4.14,4.52,4.19,4.86,4.76,4.76,4.19,1,20,2.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,28,House,0,1
52389611,0,31,42,Wellington-Harrington,42.36974,-71.08988,Private room in home,1,1.0,1.0,57.0,30,1125,4.44,4.41,4.06,4.82,4.76,4.59,4.12,0,20,2.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,25,House,0,1
52396761,0,5143,5933,North Cambridge,42.3983825,-71.133804,Entire rental unit,4,2.0,2.0,372.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,0
52419649,0,5143,5933,Wellington-Harrington,42.37053,-71.08995,Entire rental unit,6,3.0,3.0,390.0,32,1125,4.0,5.0,4.0,5.0,5.0,4.0,4.0,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,30,Apartment,0,1
52454369,1,11,19,Mid-Cambridge,42.37026,-71.10466,Room in boutique hotel,3,1.0,2.0,281.0,1,30,4.89,4.85,4.93,4.93,5.0,4.93,4.52,1,11,1.0,0.0,False,True,1,1,1,1,1,1,0,1,1,1,32,Hotel_B_and_B,1,1
52476267,1,11,19,Mid-Cambridge,42.36809,-71.10476,Room in boutique hotel,2,1.0,1.0,213.0,3,30,4.93,4.84,4.98,4.93,4.95,4.94,4.59,1,11,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,38,Hotel_B_and_B,1,1
52494735,0,52,65,Riverside,42.36581,-71.11227,Private room in rental unit,2,1.0,1.0,70.0,26,1125,4.67,4.78,4.44,4.78,4.89,5.0,4.78,0,16,1.0,0.0,False,True,1,1,1,1,1,1,0,1,0,0,22,Apartment,0,1
52497750,0,1,8,East Cambridge,42.36906,-71.0816,Private room in rental unit,1,1.0,1.0,60.0,30,180,4.33,4.33,3.67,4.67,4.67,4.67,4.0,0,1,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,26,Apartment,0,1
