id,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,bath_qty,is_shared_bath,room_type_Hotel room,room_type_Private room,has_smoke_alarm,has_carbon_monoxide_alarm,has_wifi,has_hot_water,has_hangers,has_essentials,has_bed_linens,has_kitchen,has_hair_dryer,has_refrigerator,amenities_count,property_type_clean,has_license,has_review
11656940,0,1,1,Agassiz,42.38339,-71.11603,Entire rental unit,3,1.0,2.0,243.0,4,1125,4.88,4.88,4.8,4.91,4.89,4.93,4.65,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,0,33,Apartment,1,1
11836087,1,10,13,Mid-Cambridge,42.3677,-71.10584,Entire condo,4,1.0,2.0,261.0,2,120,4.9,4.91,4.91,4.96,4.95,4.99,4.76,1,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,56,Apartment,1,1
11944852,1,12,31,Neighborhood Nine,42.38832,-71.13893,Entire rental unit,6,3.0,3.0,333.0,30,255,4.85,4.94,4.83,4.96,4.87,4.71,4.67,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,35,Apartment,1,1
12038379,0,2,2,Neighborhood Nine,42.38577,-71.13065,Entire rental unit,4,2.0,3.0,400.0,2,1125,4.81,4.88,4.91,4.92,4.91,4.89,4.62,0,2,1.0,0.0,False,False,1,1,1,0,1,1,0,1,0,1,20,Apartment,1,1
12220649,1,3,4,Mid-Cambridge,42.37095,-71.1064,Private room in home,1,1.0,1.0,64.0,1,45,4.8,4.87,4.61,4.92,4.88,4.92,4.79,0,3,2.0,1.0,False,True,0,0,1,1,1,1,0,1,1,1,16,House,0,1
12231967,0,1,2,Mid-Cambridge,42.3707,-71.10787,Entire rental unit,6,2.0,3.0,332.0,91,1125,4.88,4.8,4.52,4.88,4.88,4.96,4.52,0,1,2.0,0.0,False,False,1,1,1,0,1,1,0,1,1,0,17,Apartment,0,1
12248543,1,12,31,Neighborhood Nine,42.38764,-71.1387,Entire rental unit,7,3.0,5.0,332.0,30,270,4.89,4.94,4.81,4.94,4.97,4.8,4.71,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,1,1
12306678,0,1,1,Cambridgeport,42.36026,-71.11455,Private room in condo,1,1.0,2.0,65.0,91,730,4.88,4.88,4.85,5.0,5.0,4.92,4.77,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,69,Apartment,0,1
12318450,1,4,5,Cambridgeport,42.35769,-71.10946,Entire condo,2,1.0,1.0,177.0,1,28,4.87,4.87,4.97,4.97,4.97,4.9,4.73,0,4,1.0,0.0,False,False,1,1,1,1,1,1,0,0,1,1,27,Apartment,1,1
12432434,0,169,234,Mid-Cambridge,42.37337,-71.1123,Entire condo,6,2.0,3.0,275.0,30,1124,4.78,4.91,4.75,4.93,4.84,4.95,4.7,0,83,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,26,Apartment,0,1
12489082,1,1,2,Cambridgeport,42.36238,-71.11187,Entire rental unit,2,0.0,1.0,124.0,14,30,4.85,4.9,4.92,4.94,4.97,4.88,4.73,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,28,Apartment,1,1
12810652,1,4,4,East Cambridge,42.37074,-71.08328,Private room in rental unit,1,1.0,1.0,113.0,3,90,4.66,4.66,4.78,4.77,4.77,4.79,4.49,0,4,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,40,Apartment,1,1
12918434,1,6,6,Strawberry Hill,42.37773,-71.1497,Entire rental unit,10,5.0,5.0,546.0,2,1125,4.86,4.84,4.86,4.98,4.96,4.93,4.76,0,6,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,36,Apartment,1,1
13044207,1,1,1,Cambridgeport,42.35961,-71.11068,Private room in home,1,1.0,1.0,88.0,2,21,4.98,4.96,4.99,4.97,5.0,4.92,4.91,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,47,House,1,1
13073921,1,6,6,Strawberry Hill,42.37779,-71.14975,Private room in rental unit,2,1.0,1.0,101.0,1,1125,4.89,4.89,4.86,4.99,4.97,4.89,4.77,0,6,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,0,23,Apartment,1,1
13147180,1,2,3,The Port,42.36544,-71.10104,Entire rental unit,2,1.0,1.0,176.0,2,33,4.96,4.98,4.94,4.97,4.99,4.96,4.79,1,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,50,Apartment,1,1
13156403,1,6,6,Strawberry Hill,42.37781,-71.14974,Private room in rental unit,2,1.0,1.0,89.0,1,1125,4.8,4.73,4.87,4.84,4.87,4.85,4.8,0,6,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,0,23,Apartment,1,1
13169945,1,6,6,Strawberry Hill,42.37771,-71.15068,Private room in home,2,1.0,2.0,92.0,1,1125,4.91,4.91,4.91,4.91,4.91,4.82,4.79,0,6,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,29,House,1,1
13175406,1,22,26,North Cambridge,42.3966,-71.13586,Private room in guest suite,1,1.0,1.0,78.0,1,1125,4.93,4.95,4.96,4.97,4.97,4.89,4.88,1,7,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,1,47,Other_Unique,1,1
13281865,0,1,11,Neighborhood Nine,42.38885,-71.12527,Entire home,2,0.0,1.0,167.0,91,369,5.0,4.67,3.67,5.0,5.0,5.0,5.0,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,0,29,House,0,1
13294153,1,4,4,East Cambridge,42.37024,-71.08245,Private room in rental unit,1,1.0,1.0,113.0,3,90,4.74,4.82,4.76,4.74,4.86,4.84,4.65,0,4,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,28,Apartment,1,1
13586974,1,6,6,Riverside,42.37009,-71.11309,Private room in home,2,1.0,1.0,150.0,1,29,4.78,4.81,4.62,4.89,4.87,4.97,4.71,0,4,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,31,House,1,1
13600523,1,6,6,Riverside,42.37084,-71.11435,Private room in home,2,1.0,1.0,177.0,1,29,4.71,4.8,4.49,4.9,4.86,4.96,4.66,0,4,1.0,0.0,False,True,1,1,1,1,1,1,0,0,1,0,30,House,1,1
13953617,0,9,19,The Port,42.37121,-71.09892,Entire rental unit,2,1.0,1.0,131.0,32,1125,4.58,4.81,4.6,4.89,4.79,5.0,4.55,0,6,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,21,Apartment,0,1
13971507,0,1,1,Mid-Cambridge,42.37267,-71.10078,Entire rental unit,2,0.0,1.0,175.0,30,31,4.97,4.97,4.99,5.0,4.99,4.94,4.87,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,1
14142611,1,4,4,East Cambridge,42.36995,-71.08231,Private room in rental unit,1,1.0,1.0,113.0,3,90,4.82,4.84,4.82,4.84,4.89,4.88,4.69,0,4,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,28,Apartment,1,1
14214169,1,1,1,Neighborhood Nine,42.38122,-71.12098,Private room in rental unit,1,1.0,1.0,100.0,2,5,4.98,4.99,4.95,4.97,4.99,4.97,4.96,0,1,1.0,1.0,False,True,1,1,1,1,1,1,0,0,1,1,26,Apartment,1,1
14251369,0,1,2,Cambridgeport,42.36363,-71.1036,Entire rental unit,5,2.0,2.0,192.0,91,1125,4.72,4.85,4.77,4.91,4.91,4.89,4.59,0,1,1.0,0.0,False,False,1,1,1,0,1,1,0,1,1,0,17,Apartment,0,1
14449525,1,1,1,West Cambridge,42.37688,-71.14396,Entire guest suite,2,0.0,2.0,130.0,2,60,4.87,4.94,4.96,4.97,4.97,4.91,4.86,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,61,Other_Unique,1,1
14536322,1,6,6,Mid-Cambridge,42.37054,-71.11269,Private room in home,2,1.0,1.0,143.0,1,29,4.72,4.8,4.64,4.85,4.87,4.97,4.71,1,4,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,0,27,House,1,1
14727253,0,9,19,The Port,42.36924,-71.09905,Private room in rental unit,1,1.0,1.0,60.0,60,1125,4.57,4.71,4.36,4.5,4.79,4.71,4.36,0,6,2.0,1.0,False,True,1,1,1,0,1,1,1,1,1,1,24,Apartment,0,1
14759578,1,1,1,East Cambridge,42.37128,-71.08607,Entire rental unit,3,1.0,2.0,196.0,2,15,4.85,4.92,4.71,4.96,4.98,4.91,4.72,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,28,Apartment,0,1
14914342,1,1,1,Mid-Cambridge,42.37667,-71.11024,Entire condo,4,3.0,3.0,325.0,32,1125,5.0,5.0,5.0,4.96,4.96,5.0,4.91,0,1,2.0,0.0,False,False,1,1,1,0,0,1,0,1,1,0,18,Apartment,0,1
15023471,1,1,3,Mid-Cambridge,42.37522,-71.11034,Entire villa,5,2.0,2.0,290.0,2,1125,4.98,4.97,4.99,4.96,4.99,4.98,4.85,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,60,House,1,1
15056521,1,11,17,The Port,42.37019,-71.09931,Private room in home,2,1.0,1.0,192.0,3,14,4.96,4.96,4.96,4.87,4.85,4.94,4.85,0,2,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,43,House,1,1
15084907,1,1,1,East Cambridge,42.367027,-71.079163,Entire rental unit,4,1.0,3.0,238.0,5,60,4.97,4.96,4.94,4.99,5.0,4.9,4.84,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,55,Apartment,1,1
15125756,0,1,4,Neighborhood Nine,42.38344166766204,-71.1213668958754,Private room in townhouse,2,1.0,1.0,81.0,2,7,4.93,4.94,4.83,4.96,4.98,4.96,4.9,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,22,House,0,1
15191990,0,1,3,Mid-Cambridge,42.37267,-71.10846,Entire condo,4,2.0,2.0,362.0,3,11,5.0,5.0,4.86,5.0,5.0,5.0,4.79,1,1,1.0,0.0,False,False,1,0,1,1,1,1,1,1,1,1,57,Apartment,1,1
15512578,0,1,1,The Port,42.36672,-71.09938,Entire rental unit,2,1.0,1.0,149.0,3,1125,4.94,4.97,4.94,4.99,4.98,4.95,4.79,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,0,1,1,23,Apartment,1,1
15649111,0,169,234,Riverside,42.36551,-71.10812,Entire condo,6,2.0,2.0,318.0,18,1125,4.5,4.75,4.25,4.0,4.5,5.0,4.25,0,83,2.0,0.0,False,False,1,1,1,0,1,1,0,1,1,0,17,Apartment,0,1
15788977,0,3,9,Neighborhood Nine,42.37850731590697,-71.12330363980884,Entire condo,4,1.0,1.0,312.0,30,500,4.85,4.92,4.91,4.84,4.91,4.98,4.72,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,53,Apartment,1,1
15789298,0,1,2,North Cambridge,42.39568,-71.13071,Private room in cottage,1,1.0,1.0,155.0,4,90,4.93,4.98,4.96,5.0,4.98,4.93,4.85,0,1,2.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,56,House,1,1
15896255,0,1,2,North Cambridge,42.39895,-71.13045,Entire condo,2,1.0,1.0,135.0,2,30,4.88,4.93,4.9,4.9,4.84,4.9,4.89,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,61,Apartment,0,1
15929332,1,2,2,Mid-Cambridge,42.36612,-71.1036,Entire rental unit,5,3.0,4.0,391.0,2,30,4.93,4.94,4.86,4.97,4.98,4.96,4.82,0,2,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,35,Apartment,1,1
15930566,1,1,1,Mid-Cambridge,42.37734,-71.10705,Entire rental unit,6,2.0,3.0,341.0,3,365,4.96,4.98,4.98,4.98,4.99,4.96,4.85,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,62,Apartment,1,1
16012632,1,58,61,Riverside,42.36769,-71.10836,Private room in rental unit,2,1.0,1.0,113.0,3,1125,4.9,4.9,4.97,5.0,5.0,4.97,4.66,0,23,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,18,Apartment,1,1
16146887,1,2,3,East Cambridge,42.37039,-71.08007,Private room in guest suite,3,1.0,3.0,153.0,3,1125,4.89,4.96,4.94,4.94,4.95,4.92,4.87,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,37,Other_Unique,1,1
16238299,0,1,2,Cambridgeport,42.35702,-71.10768,Entire rental unit,2,2.0,1.0,135.0,91,1125,4.87,4.91,4.91,5.0,4.87,4.78,4.87,0,1,1.0,0.0,False,False,1,0,1,1,1,1,1,1,1,1,24,Apartment,0,1
16353525,0,3,6,Wellington-Harrington,42.36975,-71.09111,Private room in home,2,1.0,1.0,68.0,30,1125,4.8,4.85,4.68,4.93,4.96,4.85,4.69,0,2,2.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,29,House,0,1
16361055,1,1,1,West Cambridge,42.37523,-71.12498,Entire home,4,2.0,2.0,356.0,2,1125,4.93,4.95,4.91,4.98,4.96,4.99,4.75,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,70,House,1,1
16380128,1,5,7,Cambridgeport,42.35709,-71.1093,Private room in rental unit,2,1.0,1.0,112.0,21,1125,4.8,4.87,4.87,4.93,4.87,4.93,4.73,0,5,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,63,Apartment,0,1
16436214,1,58,61,Mid-Cambridge,42.36898,-71.10631,Private room in rental unit,1,1.0,1.0,108.0,3,1125,4.94,4.94,5.0,5.0,5.0,4.94,4.94,0,23,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,1,21,Apartment,1,1
16532655,0,3,5,Wellington-Harrington,42.36962,-71.09,Private room in home,2,1.0,1.0,100.0,30,1125,4.83,4.93,4.7,4.94,4.97,4.86,4.77,0,1,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,25,House,0,1
16793673,0,1,4,Mid-Cambridge,42.37152,-71.10035,Entire rental unit,2,1.0,1.0,129.0,80,120,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,46,Apartment,1,1
17388503,0,3,6,Wellington-Harrington,42.36801,-71.09163,Private room in home,2,2.0,1.0,100.0,30,1125,4.83,4.91,4.71,4.92,4.95,4.83,4.76,0,2,2.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,29,House,0,1
17693766,1,4,4,North Cambridge,42.39419,-71.13291,Private room in home,2,1.0,1.0,84.0,30,60,4.92,5.0,4.85,5.0,5.0,4.92,4.85,0,3,1.0,1.0,False,True,1,1,1,1,1,1,1,0,1,0,23,House,0,1
17942925,1,1,1,North Cambridge,42.39278,-71.12644,Entire rental unit,4,2.0,3.0,238.0,2,61,4.95,4.98,4.92,4.99,4.98,4.95,4.86,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,1,1
18676360,1,2,2,The Port,42.36612,-71.10307,Entire rental unit,6,3.0,6.0,502.0,2,30,4.95,4.97,4.87,4.97,4.96,4.93,4.81,0,2,2.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,39,Apartment,1,1
18917534,0,1,4,East Cambridge,42.36238,-71.0765,Boat,6,1.0,3.0,165.0,91,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,1,2.0,0.0,False,False,1,1,0,0,1,1,0,1,1,0,15,Other_Unique,0,0
19847550,0,1,2,The Port,42.36732,-71.09495,Entire townhouse,10,3.0,5.0,760.0,91,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,1,3.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,36,House,0,0
19942644,1,10,13,Mid-Cambridge,42.36765,-71.1059,Entire condo,2,1.0,1.0,229.0,28,300,4.88,4.97,4.9,4.96,4.93,4.94,4.68,0,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,45,Apartment,1,1
20074638,1,1,1,Riverside,42.36586,-71.10985,Entire home,4,1.0,1.0,227.0,2,1125,4.74,4.86,4.72,4.98,4.87,4.9,4.56,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,60,House,1,1
20355928,1,10,13,Mid-Cambridge,42.367924,-71.105728,Entire condo,3,1.0,1.0,219.0,7,365,4.91,4.92,4.92,4.97,5.0,4.98,4.7,0,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,53,Apartment,1,1
20403672,1,10,13,Mid-Cambridge,42.3677,-71.10584,Entire condo,3,1.0,1.0,276.0,28,365,4.86,4.89,4.95,4.97,4.98,4.95,4.59,1,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,50,Apartment,1,1
20419752,0,4,4,The Port,42.36565,-71.10005,Entire rental unit,5,3.0,3.0,213.0,2,29,4.78,4.84,4.86,4.96,4.91,4.83,4.63,0,4,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,52,Apartment,1,1
20520318,1,11,17,Mid-Cambridge,42.37184,-71.09944,Private room in home,2,1.0,1.0,209.0,3,125,4.88,4.85,4.93,4.8,4.95,4.95,4.68,0,2,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,32,House,1,1
20572514,1,10,13,Mid-Cambridge,42.3677,-71.10584,Entire condo,4,1.0,1.0,215.0,28,150,4.88,4.96,4.95,5.0,4.99,4.98,4.75,0,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,50,Apartment,1,1
20649068,0,15,25,Mid-Cambridge,42.37326,-71.10666,Private room in home,2,1.0,1.0,71.0,1,5,4.42,4.54,4.44,4.65,4.59,4.71,4.35,1,8,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,31,House,0,1
20797694,0,11,13,The Port,42.36455,-71.09764,Private room in rental unit,1,2.0,2.0,82.0,1,14,4.86,4.91,4.73,4.97,4.96,4.92,4.85,0,2,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,43,Apartment,1,1
20799027,0,11,13,The Port,42.3649,-71.09727,Private room in rental unit,1,1.0,1.0,78.0,1,14,4.86,4.92,4.67,4.96,4.95,4.91,4.81,0,2,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,45,Apartment,1,1
21012161,1,4,4,Mid-Cambridge,42.37168,-71.10575,Entire rental unit,8,3.0,3.0,380.0,1,10,4.94,4.91,4.94,4.97,4.97,4.95,4.74,1,4,1.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,1,1
21012703,0,3,3,Mid-Cambridge,42.37131,-71.11264,Entire condo,2,1.0,1.0,145.0,91,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,1.0,0.0,False,False,1,1,1,1,1,0,0,1,1,1,32,Apartment,0,1
21204503,1,1,4,Riverside,42.36767959594727,-71.11394500732422,Entire townhouse,8,4.0,5.0,592.0,3,28,4.97,4.97,4.94,4.94,4.96,4.94,4.74,0,1,3.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,54,House,1,1
21275668,1,1,1,East Cambridge,42.37082,-71.08123,Entire rental unit,2,1.0,1.0,245.0,2,21,4.98,4.99,4.98,4.98,4.99,4.94,4.85,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,62,Apartment,0,1
21460557,1,2,2,North Cambridge,42.39196,-71.12186,Entire rental unit,4,0.0,2.0,205.0,1,30,4.9,4.94,4.9,4.96,4.97,4.95,4.7,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,39,Apartment,1,1
21546255,0,1,3,Agassiz,42.38449,-71.1173,Private room in home,2,1.0,1.0,192.0,3,30,4.96,4.97,4.98,4.98,4.99,4.97,4.85,1,1,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,1,38,House,1,1
21682941,1,2,2,Wellington-Harrington,42.37147,-71.08872,Entire condo,2,1.0,1.0,164.0,1,730,5.0,5.0,5.0,5.0,5.0,4.99,4.87,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,61,Apartment,1,1
22004690,1,22,26,North Cambridge,42.39448,-71.13519,Private room in rental unit,2,1.0,1.0,73.0,1,120,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,7,1.0,1.0,False,True,1,1,1,0,1,1,0,1,1,0,21,Apartment,1,1
22008825,0,6,6,Riverside,42.36424,-71.11525,Entire loft,1,0.0,1.0,150.0,180,360,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,4,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,26,Apartment,0,1
22099694,1,1,3,Riverside,42.36725,-71.1113,Entire home,6,3.0,3.0,477.0,3,30,4.94,4.89,4.7,4.95,4.98,4.95,4.77,0,1,2.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,House,0,1
22216607,1,1,5,Mid-Cambridge,42.37307,-71.11215,Entire rental unit,3,1.0,1.0,270.0,3,1125,4.9,4.88,4.75,4.97,4.98,4.97,4.7,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,Apartment,1,1
22265937,1,6,7,Cambridgeport,42.36355,-71.10517,Entire rental unit,3,1.0,2.0,141.0,1,60,4.82,4.83,4.82,4.93,4.92,4.91,4.73,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,45,Apartment,1,1
22265938,0,4,6,Cambridgeport,42.36335,-71.10429,Entire rental unit,6,1.0,2.0,111.0,7,720,4.76,4.85,4.9,4.95,4.95,4.94,4.79,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,38,Apartment,1,1
22265939,1,6,7,Cambridgeport,42.36245,-71.1051,Entire rental unit,2,1.0,1.0,145.0,1,90,4.77,4.84,4.8,4.91,4.9,4.89,4.7,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,41,Apartment,1,1
22287397,0,23,24,North Cambridge,42.39369,-71.12508,Room in boutique hotel,2,1.0,1.0,161.0,1,54,4.71,4.74,4.73,4.81,4.78,4.89,4.7,1,23,1.0,0.0,False,True,0,0,1,0,1,1,0,0,0,0,9,Hotel_B_and_B,1,1
22419586,1,6,7,Cambridgeport,42.36447,-71.1039,Entire rental unit,3,1.0,2.0,100.0,28,730,4.61,4.78,4.79,4.93,4.91,4.93,4.6,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,1,1
22592882,1,22,26,North Cambridge,42.3947,-71.13674,Private room in rental unit,1,1.0,1.0,77.0,1,90,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,7,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,46,Apartment,1,0
22602459,1,3,3,Wellington-Harrington,42.37327,-71.09237,Entire rental unit,4,2.0,4.0,255.0,1,30,4.93,4.95,4.9,4.97,4.97,4.88,4.83,0,3,1.0,0.0,False,False,1,1,1,1,0,1,1,1,0,1,27,Apartment,1,1
22842459,0,1,2,Mid-Cambridge,42.3739,-71.10556,Entire home,7,4.0,4.0,681.0,91,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,1,3.0,0.0,False,False,1,0,1,0,1,1,0,1,1,0,16,House,0,0
23037809,0,15,25,Mid-Cambridge,42.37492,-71.10432,Private room in bed and breakfast,2,1.0,1.0,75.0,1,28,4.36,4.51,4.18,4.78,4.53,4.69,4.34,0,8,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,0,23,Hotel_B_and_B,0,1
23102114,1,6,6,Cambridgeport,42.35777,-71.11307,Private room in rental unit,2,1.0,1.0,120.0,1,300,4.91,4.92,4.87,4.86,4.9,4.88,4.82,0,4,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,1,40,Apartment,1,1
23114790,1,12,31,Neighborhood Nine,42.388,-71.13849,Entire rental unit,6,3.0,3.0,358.0,2,255,4.76,4.87,4.73,4.94,4.89,4.78,4.51,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,48,Apartment,1,1
23523253,1,6,6,Cambridgeport,42.35803,-71.11319,Private room in rental unit,2,1.0,1.0,120.0,1,1125,4.9,4.94,4.88,4.87,4.9,4.9,4.8,0,4,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,1,38,Apartment,1,1
23563670,1,6,6,Cambridgeport,42.35946,-71.11082,Private room in rental unit,2,1.0,1.0,128.0,1,365,4.89,4.9,4.9,4.87,4.9,4.88,4.8,0,4,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,36,Apartment,1,1
23594538,1,1,1,North Cambridge,42.39571,-71.13064,Entire rental unit,4,1.0,1.0,167.0,3,90,4.97,4.98,4.94,4.99,5.0,4.94,4.94,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,39,Apartment,1,1
23730467,1,2,3,The Port,42.36738,-71.10082,Entire rental unit,4,1.0,1.0,236.0,1,1125,4.95,4.98,4.98,4.99,5.0,4.94,4.74,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,43,Apartment,1,1
24011176,1,3,3,Wellington-Harrington,42.37252,-71.09046,Entire rental unit,3,1.0,1.0,201.0,1,30,4.89,4.93,4.92,4.96,4.95,4.85,4.75,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,25,Apartment,1,1
24298372,1,6,6,Cambridgeport,42.35962,-71.11151,Private room in rental unit,2,1.0,1.0,108.0,1,300,4.9,4.95,4.88,4.92,4.94,4.92,4.81,0,4,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,0,27,Apartment,1,1
24304200,0,2,4,North Cambridge,42.39311,-71.12854,Private room in home,2,1.0,2.0,89.0,1,7,4.94,4.97,4.99,4.95,4.96,4.91,4.84,0,2,1.0,1.0,False,True,1,1,1,0,1,1,0,0,1,0,18,House,0,1
24442402,1,1,1,West Cambridge,42.38208,-71.13386,Private room in bed and breakfast,2,1.0,1.0,211.0,2,7,4.98,4.99,5.0,4.99,5.0,4.94,4.94,1,1,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,51,Hotel_B_and_B,1,1
24586887,1,1,1,West Cambridge,42.3828,-71.14176,Entire rental unit,3,2.0,3.0,342.0,2,7,4.88,4.86,4.86,4.95,4.95,4.9,4.7,0,1,1.0,0.0,False,False,1,1,1,0,1,1,1,0,1,1,33,Apartment,1,1
24751989,1,7,7,Wellington-Harrington,42.37417,-71.09767,Entire rental unit,2,1.0,1.0,191.0,3,180,4.97,4.97,4.95,4.98,4.99,4.93,4.88,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,50,Apartment,0,1
24886707,0,55,56,Wellington-Harrington,42.37346,-71.09048,Private room in rental unit,2,1.0,2.0,87.0,1,1125,4.36,4.49,4.2,4.66,4.61,4.53,4.24,0,16,1.0,1.0,False,True,1,1,1,1,0,1,1,0,0,1,20,Apartment,0,1
24888817,0,55,56,Wellington-Harrington,42.37191,-71.09019,Private room in rental unit,2,1.0,2.0,79.0,1,1125,4.35,4.48,4.06,4.64,4.73,4.61,4.34,0,16,1.0,1.0,False,True,1,1,1,1,0,1,1,0,0,1,17,Apartment,0,1
24967119,1,2,2,The Port,42.36473385075861,-71.09624255620807,Entire rental unit,4,1.0,3.0,292.0,2,90,4.97,4.95,4.97,4.94,4.96,4.87,4.76,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,61,Apartment,1,1
